trade_date,open,high,low,close,vol,amount,outstanding_share,turnover
2026-03-27,14.35,15.2,14.32,14.89,36215285.0,541932814.0,1701794667.0,0.021280643136484808
2026-03-30,14.7,15.39,14.64,15.1,35631862.0,539742238.0,1701794667.0,0.020937815055451694
2026-03-31,15.0,15.15,14.69,14.72,26297969.0,391225591.0,1701794667.0,0.01545307992200918
2026-04-01,14.85,14.9,14.56,14.73,16877500.0,248660334.0,1701794667.0,0.009917471436053102
2026-04-02,14.69,14.96,14.56,14.7,20905469.0,308230176.0,1701794667.0,0.012284366266614936
2026-04-03,14.7,14.74,14.14,14.19,21537740.0,307970345.0,1701794667.0,0.012655898163065522
2026-04-07,14.2,14.3,14.15,14.26,10413865.0,148266376.0,1701794667.0,0.006119342833738002
2026-04-08,14.37,14.66,14.37,14.65,22673077.0,330021950.0,1701794667.0,0.013323039165452973
2026-04-09,14.55,14.76,14.38,14.45,17444653.0,253103564.0,1701794667.0,0.010250739021736515
2026-04-10,15.23,15.36,14.72,14.75,38819564.0,583619899.0,1701794667.0,0.022810956428975578
